{'reviewerID': 'xL4EOIKW6ZRM06T1lMjb_w', 'rate_deviation': 0.1007, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1938}
{'reviewerID': 'NuBlWBsVheUgm8l4fVKOAw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'l7MIIt0YoMVWAKa_QTCYkg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0754}
{'reviewerID': '7gck0xCgh1VbY6n5yLd_YA', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nRgnPH741Xti-7lD7dL2lA', 'rate_deviation': 0.1251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '9VJa4yxtnLct0pN_1RcD_w', 'rate_deviation': 0.1429, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1576}
{'reviewerID': 'ESYyJ0jAhUbhuih1_TBetQ', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ikLJ4WdFhOtzaQ97llo_RA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'OXIJVK12GNTdHlmKJR7xbg', 'rate_deviation': 0.1251, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1998}
{'reviewerID': 'g2pjJLw2362ne09i2xjgoQ', 'rate_deviation': 0.1725, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1019}
{'reviewerID': 'uJK7-K3781R7Bn7QVdVcsg', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1901}
{'reviewerID': 'KKw660w4OUhkbzYSDN5z3Q', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ZWVzIFeVj-rLbkYyvDjTIA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Nq6IDrsjcwAZTB0SPp7K9A', 'rate_deviation': 0.2334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1768}
{'reviewerID': 'ujcpbqQAcoJJX5Ozw-Lc8A', 'rate_deviation': 0.2167, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1477}
{'reviewerID': 'IN6MlR4jtubt2QFdP2oFbg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '83tSfDF-M0DYoSqkffG_wA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '76UCYU6TYj6hJSzyT6vrcQ', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nZcvhWmyQ73TiFDxyGmuAQ', 'rate_deviation': 0.1551, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0497}
{'reviewerID': '1B_-iI2UXi0cPN35zLGPSg', 'rate_deviation': 0.0667, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1514}
{'reviewerID': '-N4TFDLLlHmg73u8Vgs1lQ', 'rate_deviation': 0.1054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'lK4EZYCni-8xbjW4wsuzLQ', 'rate_deviation': 0.1054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'rd5Rjmo0xfELP69yWJ8asg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nAeM6pzIHIJFoBKq1-Fkmg', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'M57Z4Z2YLfgv9ngjWTHLPA', 'rate_deviation': 0.3334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2276}
{'reviewerID': '6WfLJ5rmFrGOsNS7cKo5Mg', 'rate_deviation': 0.05, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1498}
{'reviewerID': '1h_UV-EwzmqZIB8uErf8ow', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'dwKn2xeY8o1b2JEuFsW-CQ', 'rate_deviation': 0.0751, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'RBv5kcOu37OREU2HKJf4hQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'cFDxOy6Wr1vgal_RQRK5Cw', 'rate_deviation': 0.15, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0975}
{'reviewerID': 'zQGyJfAFr8DpuYM9DuMxFQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Fz3y-d7Ru7wMRnPuwG-OLA', 'rate_deviation': 0.17, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.3441}
{'reviewerID': 'L5aqVaJjOksmfOUm8NZcMQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '2_sDcUKMy3wRELuKH2EGmg', 'rate_deviation': 0.0572, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'vVda7c6O4AFKaOQo7h7exw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '23J4vG9_xxxdnmi8CBX7Ng', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1311}
{'reviewerID': '7d3rYzfoTp-xRu2OUjd76w', 'rate_deviation': 0.15, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.2526}
{'reviewerID': 'T4naIW_x8JtffkKb2HPuqA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7LTJEuot-o0Kn7Z8Og2lwQ', 'rate_deviation': 0.21, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2669}
{'reviewerID': 'X-6RYffT3CfAuREHJVODHA', 'rate_deviation': 0.1601, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'F4cbJPyoF1nd3S7Rqz72vw', 'rate_deviation': 0.1417, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.114}
{'reviewerID': 'Iyn4Nda1pkKWRl4sfqGkjQ', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YhJ0B0mL4gaPDOYFYiL5IQ', 'rate_deviation': 0.0979, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1732}
{'reviewerID': 'feJ8uK3K7YNV0-88eYZX-Q', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'o7MQeI-3kM_5QXHFSm7R0Q', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'VHdY6oG2JPVNjihWhOooAQ', 'rate_deviation': 0.1517, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.249}
{'reviewerID': 'EwuRpRPAuigEqAf3FtOcJw', 'rate_deviation': 0.1286, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0578}
{'reviewerID': 'UgZw5ZAPJ7mwt6j3CUOQ9w', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'AJmUkS2J_HVr-HTUoFTxrw', 'rate_deviation': 0.0054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'W6w0sNlW-S5KA7TMLPDBXw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '2MNuqIDGkjGz0w424USrgA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 's4ONHiGmp0JItIa9d7iyVw', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3Sb7RCcLmROA2BE11GJGCw', 'rate_deviation': 0.2084, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1041}
{'reviewerID': 'R6N6spliGrul2c8IXY7_bw', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1717}
{'reviewerID': 'L1Io-yxhi8mnZVyb0wAnbA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'DjNb1nsTKIsIf75n994DAw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'kIv__6PJpV0ABNfnabJE5w', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7PPinRc7cRMHhFuntF29tg', 'rate_deviation': 0.18, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0424}
{'reviewerID': 'Mu6wz7_d6OBgRqkl4_NaXw', 'rate_deviation': 0.2375, 'first_time': 0.0001, 'burstiness': 0.45, 'content_similarity': 0.2176}
{'reviewerID': 'gNjVQuHiGgTTWTIU8mOsFQ', 'rate_deviation': 0.0684, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1736}
{'reviewerID': 'a0rG3X-lQjz9FNhIl-xUcw', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'iUeZhkI0OK0BisakOkb3pQ', 'rate_deviation': 0.0625, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0719}
{'reviewerID': 'jXHkSujDkxe5wC3u1_Dc0g', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1691}
{'reviewerID': 'f_z2PCV2FLyXR5LzQUAVdw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'UQFE3BT1rsIYrcDvu_XVow', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'RWIuUNWFYYWS2tbQ6VzKJg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '5P7dyinp9rcLNqxafvZGjA', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '09NkI49HqwqCyVkn4Te6uA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'OGV40r9v4MZ7r2gwkutNbw', 'rate_deviation': 0.2057, 'first_time': 0.0001, 'burstiness': 0.3, 'content_similarity': 0.2422}
{'reviewerID': 'LSIysddXyTlkMR8RbVlofA', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '4EPNZgN1YLB3VInF92UdBg', 'rate_deviation': 0.1536, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2011}
{'reviewerID': 'mr70FAgn7ETndmzt0-h5cA', 'rate_deviation': 0.1975, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1858}
{'reviewerID': 'kvf85ot7fhf3hqSDVJy2gA', 'rate_deviation': 0.3501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0419}
{'reviewerID': 'NN5jldDW0Puf8E3ZZjKqsg', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0575}
{'reviewerID': 'aJEZeCZEbT26XWjMWMJx1A', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'lrMmvkfLbx2YZkiJwNs4ow', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1733}
{'reviewerID': 'AWguR51NrRqoXMJht6JIgg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'qxC3xdg8UUKdNK9cisEmAg', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '1QtLFD_LlNQxynZSpATv4Q', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'npCUdiDUBmf5qVYDbIpRyg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'N8mlSuqJcfW9eAYoCdoQxg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'VNvpB_riaPiSxUQYZrut6g', 'rate_deviation': 0.275, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.3275}
{'reviewerID': 'IUUr5qGmt8n8hML642g6cg', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'm9vkagc4KEn5X47J9WGOBw', 'rate_deviation': 0.2834, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1368}
{'reviewerID': 'v9usKre4XwnURSVdMpfPjQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'SIcz9tmyUGlZtiaa39fBsQ', 'rate_deviation': 0.0834, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.192}
{'reviewerID': 'qL0Tg6lS76kofWko3oqRJg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '64o6vJrByaGTStMvvU45JQ', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '1XlzcRWcpismkK9rIjh14g', 'rate_deviation': 0.1723, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2592}
{'reviewerID': 'EU2V6NOtkDkMtbIJEeEjzw', 'rate_deviation': 0.1167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.182}
{'reviewerID': 't-_mu5j9E6LYd1BlpvAfAQ', 'rate_deviation': 0.2301, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0764}
{'reviewerID': 'hmey5FOnFMekgULK8eyzkA', 'rate_deviation': 0.0251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '8Y9eDGiAfhmc7BB8dH8JRg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'pvIPGu_9dBnDb5LBcSBFNA', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ElVVa0LmnbBCXhNh-l34-Q', 'rate_deviation': 0.1751, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'XFQsfIqRDPU2zHN0-DPKpA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nJhLkp1spqBPBBX9uaImVA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '0GMMy-FD8ImVsF4M6CAE5Q', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.017}
{'reviewerID': '5mHprbXJYoz-7ACL-xL2eA', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'AC0Z_nMc5zIFAVHXurlEeQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'sw4qHUZaPGTs5AUndiTRqw', 'rate_deviation': 0.0572, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'bdWi8YwI0Q6SfiQu2R5v6A', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'fdVCBVz4VWLo2bMbPsco9Q', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'AXFMaN-tq73AtxeepC5d2Q', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'hx8Xsk244koFUvOnvVb6fQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'uF3c_xNuTGzfPieFI3JnCg', 'rate_deviation': 0.1401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'nkN_do3fJ9xekchVC-v68A', 'rate_deviation': 0.1357, 'first_time': 0.0001, 'burstiness': 0.3, 'content_similarity': 0.0697}
{'reviewerID': 'nzsv-p1O8gCfP3XijfQrIw', 'rate_deviation': 0.1504, 'first_time': 0.0001, 'burstiness': 0.4, 'content_similarity': 0.251}
{'reviewerID': '3crwKmpHNMuQdzvYHtBzlw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'HouF9zUPeul8_OV-eItE6w', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2564}
{'reviewerID': 'JkdZsw_ASWWPYIsA2W5fsQ', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3ojxCWOn4hHvmOCk_WsI8w', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'X0q4bFpolUwr_MOKEURbHg', 'rate_deviation': 0.2876, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2625}
{'reviewerID': 'UZllshlr1thOz-mxePmLzQ', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Dusf4Ix67-c2BN57hFwqFg', 'rate_deviation': 0.1667, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2244}
{'reviewerID': 'A6jJ20wf9AauCAi_qVvuWw', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0602}
{'reviewerID': 'sD6VUzuuC5vYd38jO71jgw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'kOScr6E2-zLgPRGPzYTWug', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7qO-7K2POSvPVKu88wDz3g', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '7e4CioqxGMByqh0lJP5FZg', 'rate_deviation': 0.2518, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2717}
{'reviewerID': '45TD1CEI0MoMs-g7P9mljg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'cT0xyr130ZUpEcj8L7Hjxw', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1426}
{'reviewerID': 'r51qFzP8T5CiM3in8Mb30g', 'rate_deviation': 0.0948, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '9qi6aYliOySGn_P5FM1oUw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'SD7UxEVws9gylHi2LDmzYQ', 'rate_deviation': 0.1054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '5my46J9pvyg6DsYQ8xAe4g', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3W-lOOaIVQZONZP83kab6g', 'rate_deviation': 0.1668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GpXHZzZXfAL6u6beIC0cIA', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1914}
{'reviewerID': 'KeZjKwMbqPU2qQO7oGgWLw', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1989}
{'reviewerID': 'u_Eb0Q5ZN_bx868pHMy6Tg', 'rate_deviation': 0.1054, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'yTOz-CYc0KRiLL5JKNN-cQ', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YEPeMM-5oUrSbsZRwFZWbg', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'VMhGW_OQO-Vy3lGEUfVZzw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_Sv2sjH4W5pkwKAC8rfSxw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'icK0fkhTkPWvRmOhFUINfA', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'V2NgfYGt3mYFVVyYMoWbFA', 'rate_deviation': 0.0401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'p7CFbqUE7BFYSn9N-yfVtQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'RqUJo6tjD8m4JEuZ37VN5g', 'rate_deviation': 0.1, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1796}
{'reviewerID': '-JrwDqm-mka5EeQFPLi_uw', 'rate_deviation': 0.0251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'c8qFkI_VusWo0xZvkjfBWQ', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0759}
{'reviewerID': 'xPvkcnCuzW4c4a0gh7dF1Q', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1614}
{'reviewerID': 'VnlUnPrfae-fbqDoXuvDbw', 'rate_deviation': 0.1, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.3189}
{'reviewerID': 'RXutx82p6TV_2-aWp-jxLg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'DQj7DnJiDV9TAxS0ott-3g', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'rEfGTtQXrFavj2bqYT9pBA', 'rate_deviation': 0.3, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.0894}
{'reviewerID': '1oZ3at51OxmOBoSVCgx3RQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'UgCASgi_S558dBS2QQYe8g', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YPuefjfa8t8rI0Cu2D3zJQ', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0679}
{'reviewerID': 'cd_gNidDJBOgQscUn0519g', 'rate_deviation': 0.25, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1161}
{'reviewerID': 'W7jCVC14zcWQhZUFeZcQAw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '4Xi2i_i1RzKkoJ41_1JHig', 'rate_deviation': 0.3334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0691}
{'reviewerID': 'xoUB7E4AO8zr5WRYN1SOdg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'rQZGlA0Ig5qnSlQR_zrFDA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'MsLYPZ5WBqPHksc18Y2FEg', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'gjhzKWsqCIrpEd9pevbKZw', 'rate_deviation': 0.15, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0831}
{'reviewerID': '1kpMAKRZuAz3OzxBav3XTg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'raCKh2I0F-41J5U0OBZz3Q', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_q_z9bIwYg2q0mSNbwxmGA', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0717}
{'reviewerID': 'v77ANclIVQE4z5RYo2wSKw', 'rate_deviation': 0.1313, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0963}
{'reviewerID': 'RzPd81IBxDPwaWBeNhRk8w', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'u7Uv97_feX1iiATbf_BCyQ', 'rate_deviation': 0.0667, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1579}
{'reviewerID': 'HLaSqQMDVvlcFPGJL_kGCA', 'rate_deviation': 0.35, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0771}
