{'reviewerID': 'UqNSytSc3hiYfKVCGwvLCg', 'rate_deviation': 0.0817, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2553}
{'reviewerID': 'awFSvkG7_5FM9vWQAn_7RA', 'rate_deviation': 0.0401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ws9yiKtTlwaxHyUj2_uWvw', 'rate_deviation': 0.1986, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2908}
{'reviewerID': '_KLeNpGcwUOvW-ujhFN6Fw', 'rate_deviation': 0.2319, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 's9m1lSJyedtZRJSuQBE5HA', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'IxsVr5SmmKBvDplziPpcmw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Pstaq3a0m58jBDkoT5HtOw', 'rate_deviation': 0.0715, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'X6WKpOAtpOzikwSTA925Bw', 'rate_deviation': 0.1401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'sgow7MWcTzG-LAD-sLDeOQ', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '8HaqHHz0OJYznE4EyC6Y0Q', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_IT7WRAMPHje5GqO2Qj0AQ', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.11}
{'reviewerID': '3FtNztJAFIlCfG3k8Vpexg', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'k4a6UjIk-9a-zTdUFveyZw', 'rate_deviation': 0.091, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '-a4pqu1okGs5fw8Y0qdfEQ', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'FRfpkL-hfGyXK7N2L2rYAA', 'rate_deviation': 0.0557, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'FQZ0KtTWLBHMT2RWX7hArw', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1724}
{'reviewerID': '5wVMvCjRp2lVHvAsi15hAQ', 'rate_deviation': 0.1295, 'first_time': 0.0001, 'burstiness': 0.35, 'content_similarity': 0.2888}
{'reviewerID': 'F3kQlBYlD__s-J9U2-HsEA', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'weQ0CBimyUpxub4tmyw8_A', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.124}
{'reviewerID': 'DKsp6MKZ6ovrEtzQX61D-A', 'rate_deviation': 0.225, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1696}
{'reviewerID': '9EGAdqoJqXb--72Tc20VLA', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ugGd3ctRaKfc19JHxcrgyQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'NxtQIoXkFOFm938gKVHkUA', 'rate_deviation': 0.0667, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2159}
{'reviewerID': 'zoY8tlqhMj3K_LwfH8D-_g', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ysCBsXWPB-LAiewVS3jZfQ', 'rate_deviation': 0.1457, 'first_time': 0.0001, 'burstiness': 0.75, 'content_similarity': 0.4588}
{'reviewerID': 'lXKjU1d7uy4aG0c5dNTATw', 'rate_deviation': 0.0876, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'oQONM02OHw6M8_cj8O8fHw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Iyn4Nda1pkKWRl4sfqGkjQ', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'NaSI8Xl97MnVZ627i-D_Kg', 'rate_deviation': 0.1201, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'INY37MsyW9EMdjZHCPHEtQ', 'rate_deviation': 0.1286, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1004}
{'reviewerID': 'iTQ4BJVdO_32tTKQRRb9Yw', 'rate_deviation': 0.1286, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0462}
{'reviewerID': '5fZGdNwU7bZoPZghsGETXQ', 'rate_deviation': 0.1401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'uAhfKk9MN-Livl4jFEV2pw', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'H4g9fbbMB9BVfbUDGSeTcA', 'rate_deviation': 0.0834, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1348}
{'reviewerID': '3Sb7RCcLmROA2BE11GJGCw', 'rate_deviation': 0.1459, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1041}
{'reviewerID': 'oAz4s21FA2QjE0kCNIDxOg', 'rate_deviation': 0.0445, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'IA3no4scPDMk_1goKmAKfw', 'rate_deviation': 0.2455, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1054}
{'reviewerID': 'V1TmbnZMrtpCUBwEDhHQ4A', 'rate_deviation': 0.0382, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'zA12DnH8zntG3HzXpmrYBg', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.192}
{'reviewerID': 'EIyTcGYHaFuTYiAPdZ0Piw', 'rate_deviation': 0.0475, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'aoH2NWs312ES--8bJTDJEw', 'rate_deviation': 0.0459, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0855}
{'reviewerID': 'eJ5Jn2G9TfukbkC3B5ltpw', 'rate_deviation': 0.0251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'P2W_d4yZjhn6kI90U4vUxg', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Gy3e2FS44Sk3H9ColwVWIw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ApOXwcJaEAtAWTVy51Mo1w', 'rate_deviation': 0.0634, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'MX91AkrDauRlm7t5wsGqEg', 'rate_deviation': 0.0934, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1449}
{'reviewerID': 'OaRh1jCk5GYhw3FX7hfrOw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '_sbTHwaX9MAa5njeI5WJrw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'CEILDepAbTQqBcYz_vDfyA', 'rate_deviation': 0.1268, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'SylEGnr9k2nmB5bwKS8xfw', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '98PltKDCXCy3x_oKMLySvw', 'rate_deviation': 0.0924, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'NcxpFtGuzAOKGTIJ1WuJJQ', 'rate_deviation': 0.175, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1048}
{'reviewerID': 'rAkS02Aie5d_nWI4YdQ9fg', 'rate_deviation': 0.0126, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'LSIysddXyTlkMR8RbVlofA', 'rate_deviation': 0.0601, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'w3nE9uTMnptImoG1h2ChxQ', 'rate_deviation': 0.0539, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Mnk9ZHvTvmGVPhCVy5r2Dw', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Mt5r4-MXcbi1d6wh4LzIig', 'rate_deviation': 0.0189, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'NVei24-9k5GIZNRR1xGcRQ', 'rate_deviation': 0.123, 'first_time': 0.0001, 'burstiness': 0.55, 'content_similarity': 0.1514}
{'reviewerID': 'xxCIeL_5O2xc0udRRksMjQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GUTSeLgsd00OhvEdXgBeeg', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'sDSb7BtFbh3fJr0owAXNhA', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '496e9_P-xJnHbR3gEADaVQ', 'rate_deviation': 0.1527, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2304}
{'reviewerID': '7EU-i3qcsqSX2xHSFCBEaw', 'rate_deviation': 0.0801, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'u_3sJ1M1qAOl-qb9XdIhVg', 'rate_deviation': 0.178, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1026}
{'reviewerID': '-n_KX0VPI1TXqv-OJPrK8Q', 'rate_deviation': 0.2376, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0749}
{'reviewerID': '-6UQ0TkCpPOda3XzpYZuwQ', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'GaezrGvLss8sshtDgsAheg', 'rate_deviation': 0.166, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.3391}
{'reviewerID': 'DEne4NSGx1yunoiekck2Qg', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'AWuu8x1XaO7bV3zJGwyZjg', 'rate_deviation': 0.1195, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1769}
{'reviewerID': 'Cyvb2z0-5wpTdRIWT3K88w', 'rate_deviation': 0.0463, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'fCY0_HFB5QjEP4HHSRPAjQ', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.124}
{'reviewerID': 'rMVpUmQxAkGFb7kBbOYQIQ', 'rate_deviation': 0.0778, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0581}
{'reviewerID': 'TSgsiJ8HKCrVJJavf8Gczg', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'A5v0CKhqczrK34CnzLyN3A', 'rate_deviation': 0.0875, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'mrWyzclyyNtm1-OJ9pMwSw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1525}
{'reviewerID': '6H9oHf9M4Zj34VURLOiIFw', 'rate_deviation': 0.0286, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1598}
{'reviewerID': 'BlVe_TjlYFGEGDdgoq7uow', 'rate_deviation': 0.0715, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'UFn-YypsfTgb8OOs9VWGjw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'rAp2fWmAwHGdY8N1AAeqgg', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YYitgZDceckpa-xCwIzj6A', 'rate_deviation': 0.1081, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0722}
{'reviewerID': '6FmJeEagTXLzBkShP3NcfQ', 'rate_deviation': 0.0733, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'DQeUEkVYyErcl_3713c9iw', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0488}
{'reviewerID': 'IUUr5qGmt8n8hML642g6cg', 'rate_deviation': 0.0251, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'XSCtPo2vklAMbvb33dMH4Q', 'rate_deviation': 0.0934, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1456}
{'reviewerID': 'Tw8FUKtQfjKhMRQO8gXKlg', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0146}
{'reviewerID': 'JkdZsw_ASWWPYIsA2W5fsQ', 'rate_deviation': 0.0193, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'TBnVoQstvY8DwZNNlaV3Bw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'pxf8Sa0c55kQMgfSfxXcqg', 'rate_deviation': 0.1089, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.133}
{'reviewerID': 'JcWXz7AAZUbVo9bPa7CKCw', 'rate_deviation': 0.0437, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.0191}
{'reviewerID': 'g-mL-8J1_9iuDLUhyTzvmg', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0989}
{'reviewerID': 'H8UR9oSLq_iJJKrYOU3K6g', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'EQRvY2oJsLP8ssWdpgxgVQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'sZdy2AQD0gn7RMAJcu48yg', 'rate_deviation': 0.1668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Dusf4Ix67-c2BN57hFwqFg', 'rate_deviation': 0.1201, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2244}
{'reviewerID': 'U9yWtQO_0LPjtaU9jN0JsA', 'rate_deviation': 0.0801, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1848}
{'reviewerID': 'NIhcRW6DWvk1JQhDhXwgOQ', 'rate_deviation': 0.1456, 'first_time': 0.0001, 'burstiness': 0.35, 'content_similarity': 0.3665}
{'reviewerID': 'hHjw71X_garwol7s3dX5ZA', 'rate_deviation': 0.2217, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.2425}
{'reviewerID': 'MViPtbI-wpwUwF7AmQuXqg', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Hae34UC7SAHGztdO6453UA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '0ltmHwUQuQde4me8DII0sw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '12srEETZY-QLNR6fp8_2Kw', 'rate_deviation': 0.0392, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1554}
{'reviewerID': 'NhOvNj_lPlQEzEedi-fCgw', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'PcOEb-8VBw47DuOkW2GaHA', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1043}
{'reviewerID': 'Uzqf674HpGZRFJIjfp9w5A', 'rate_deviation': 0.1786, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1063}
{'reviewerID': 'DbBwNGBEyKOW9nK3VeX_OQ', 'rate_deviation': 0.1383, 'first_time': 0.0001, 'burstiness': 0.4, 'content_similarity': 0.1057}
{'reviewerID': 'Y5a5Wxj-I3Zu-lmrZtyflQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'd4mhNpYgIauzGjlTehBSjw', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'rR9gQN7SZH418CGZSt6VTA', 'rate_deviation': 0.1084, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1177}
{'reviewerID': 'YwT2RxiC4H_8JT_Dkmzb5g', 'rate_deviation': 0.1756, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2262}
{'reviewerID': 'hpE1j_Vv-Isy2w5zAVWQOg', 'rate_deviation': 0.1563, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.2922}
{'reviewerID': 'TDXV6AC5PYOZEyN9eeODfA', 'rate_deviation': 0.1482, 'first_time': 0.0001, 'burstiness': 0.55, 'content_similarity': 0.1434}
{'reviewerID': '9oa-ZMpWI42A_NH4LroCAw', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.057}
{'reviewerID': 'VAf54ooaeFW_VpWkVBdPsQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'vtH3tIeaPLC2NIuaS29xwg', 'rate_deviation': 0.0751, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'JzUjAjF22iV-SpRcoGchBA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'MlqF5LyWCVWLI3xhBeX8BQ', 'rate_deviation': 0.2667, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.0723}
{'reviewerID': 'AsVdIIMzRR2E76Z5leCtgA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '117RmbLGJc3HWPzRuvMuIQ', 'rate_deviation': 0.0001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ON_pKLbn8ltAQilA1lJGbQ', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'YTct5UUsnTY73Iw6syZovQ', 'rate_deviation': 0.1112, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'x_ZyjSVRa_KvJGhI6RdOZg', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'PP4IjZwLwBqFT3AlnEhajw', 'rate_deviation': 0.3334, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0843}
{'reviewerID': 'njQsAX-dbVk7GKWfTqOwAw', 'rate_deviation': 0.1, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1571}
{'reviewerID': 'lrvBE5PMCkvylXGSOJMsSA', 'rate_deviation': 0.0845, 'first_time': 0.0001, 'burstiness': 0.35, 'content_similarity': 0.1168}
{'reviewerID': 'jDy2g_eYg0zMaVWL-ceoKA', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.084}
{'reviewerID': 'CLzQNd4yYu3cGvPhxc1zsw', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'q48tKJZG2wwBhzNPWeaBtA', 'rate_deviation': 0.0847, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0732}
{'reviewerID': 'V9UxJlvGdfqBcdDBRzHAIQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '1dg0BMyIKhyi5QIoXcvPKw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'UgCASgi_S558dBS2QQYe8g', 'rate_deviation': 0.2501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'wEqETrWwpsujK2r8ZueOFw', 'rate_deviation': 0.0982, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2033}
{'reviewerID': 'h0MnH7UJkdibug51_sDsjQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'vBVHmar7Y5FANwlcqyfxCw', 'rate_deviation': 0.0801, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'gMauTkyEsh6bZZlSOoHAWA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'I2UwLvWmAi3-rWZxqQQN_Q', 'rate_deviation': 0.1278, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1346}
{'reviewerID': 'I_3YxdCviEJh1UvY-wYf7g', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'S1H6iyHWf0IAgAtyyYeuVA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ZS_SiPpiLocKfYNjRZTeww', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '9KFvYVh-RlkNqf_rZ7wAGA', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'jJCuJu8ECBezgacmokM2lA', 'rate_deviation': 0.1715, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'kIxS56SkHeWEijHzO7-J2g', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.2233}
{'reviewerID': 'EJIeL4LkaXPkv5cQV6cQOw', 'rate_deviation': 0.093, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'sc_vqYS23FMhqbRjNhrYUA', 'rate_deviation': 0.0858, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '6H1ZzDOhX2Uodx-6aUMZLg', 'rate_deviation': 0.0401, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'VJeELbzN2bS5Kw-tur4Oag', 'rate_deviation': 0.175, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1324}
{'reviewerID': 'LubyTiOyAZx00BIJPwlxIA', 'rate_deviation': 0.1616, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '3x8RHSMMCEm6sFBKijsdOw', 'rate_deviation': 0.4001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'qd-KsEaJfH-U0EP6D8Np_Q', 'rate_deviation': 0.1501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'R5SGauZtuAVs4XDrgOt3_Q', 'rate_deviation': 0.1711, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0906}
{'reviewerID': 'LiMMkHQkFGuZpGqKSh4Ytg', 'rate_deviation': 0.0668, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'U5Od1SMO43_Jz0UyfefDEA', 'rate_deviation': 0.079, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'xBvaQwMU9Gsh3SYBa6CTWQ', 'rate_deviation': 0.35, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.0715}
{'reviewerID': '_q_z9bIwYg2q0mSNbwxmGA', 'rate_deviation': 0.1317, 'first_time': 0.0001, 'burstiness': 0.4, 'content_similarity': 0.2165}
{'reviewerID': 'TRNrxIRS1wpH3fL_xBlrpw', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '-UAdfWvizrPcQk4n9pFswQ', 'rate_deviation': 0.0334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'xmUZ2BKLeDgMwji3s05-bQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '48wN4GpyJ7hPy4uuwpGFmw', 'rate_deviation': 0.1875, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2863}
{'reviewerID': 'y6hQpJU3-uOlsGeWZuL5Vw', 'rate_deviation': 0.14, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2148}
{'reviewerID': 'VnMToh_1nc5YOy4YJj9abg', 'rate_deviation': 0.0539, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 't_iO1NwWRu-YRS11g_TDuA', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'IBElXHo0jMiY8y0-3bXPVQ', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': '0prNpubd2Chhcx13psKOyA', 'rate_deviation': 0.0601, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2562}
