{'reviewerId': 'RjGxRoVSrRLJ-9AqvL2Wdw', 'rank': 0.0001}
{'reviewerId': 'ctwwsl5_DSCzwPxtjzdl2A', 'rank': 0.4753}
{'reviewerId': 'XHuNSjrPA3Vyi7n4iVhZaQ', 'rank': 0.5018}
{'reviewerId': 'h9fDxlf10xNwmi9zKPnYFg', 'rank': 0.5183}
{'reviewerId': '7LTJEuot-o0Kn7Z8Og2lwQ', 'rank': 0.5223}
{'reviewerId': 'RjaLd1MuAYlwZkRG3lxczQ', 'rank': 0.5255}
{'reviewerId': 'khPkVSgyTqPxi-tscd6cDw', 'rank': 0.5402}
{'reviewerId': 'ljw-HpE8ofaWh9HCmQJ1hg', 'rank': 0.5443}
{'reviewerId': 'BI4lPhrUpmEySIJUywjIjQ', 'rank': 0.5453}
{'reviewerId': '94b0y-FFFIF8hy3SJgXd-g', 'rank': 0.5491}
{'reviewerId': 'nkN_do3fJ9xekchVC-v68A', 'rank': 0.5613}
{'reviewerId': 'VnlUnPrfae-fbqDoXuvDbw', 'rank': 0.5801}
{'reviewerId': 'G5LXEaxhQMF_BVjNHkVr7g', 'rank': 0.6065}
{'reviewerId': 'VHdY6oG2JPVNjihWhOooAQ', 'rank': 0.608}
{'reviewerId': '7d3rYzfoTp-xRu2OUjd76w', 'rank': 0.6098}
{'reviewerId': '7clk7hJlh9U5Kkwq7IGLEw', 'rank': 0.6558}
{'reviewerId': 'gZ-CewXerXlytUGV-4nFRA', 'rank': 0.6577}
{'reviewerId': 'E2UCZsdVoYb3V1ef2ceGzg', 'rank': 0.6817}
{'reviewerId': 'Odj7rHyVCq2n-YT3Q9Sppw', 'rank': 0.7312}
{'reviewerId': 'OGV40r9v4MZ7r2gwkutNbw', 'rank': 0.7907}
{'reviewerId': 'OlhH_-yyVWU6jj8H2TMSiQ', 'rank': 0.806}
{'reviewerId': 'Bf87HcPERF9yiSjb2tQBqw', 'rank': 0.8091}
{'reviewerId': 'nzsv-p1O8gCfP3XijfQrIw', 'rank': 0.84}
{'reviewerId': 'Mu6wz7_d6OBgRqkl4_NaXw', 'rank': 0.9452}
{'reviewerId': 'Xj0O2l0bp633ebmG468aZw', 'rank': 1.0008}
{'reviewerId': '_BHTC7nyCBoZcfiiD5cOXg', 'rank': 1.1762}
